airline,reg,aircraft,age,origin,destination,direction,city_route,airport_route,iata_route,flight_time,speed,distance,weekly_frequency,remarks
邮政航空,B-5162,B737-85C（BCF）,18.6,西安,韩国首尔,出口,西安-韩国首尔,西安咸阳-首尔仁川,XIY-ICN,2h22m,693.380281690141,1641.0,4,
邮政航空,B-5162,B737-85C（BCF）,18.6,韩国首尔,西安,进口,韩国首尔-西安,首尔仁川-西安咸阳,ICN-XIY,2h53m,569.132947976879,1641.0,4,
邮政航空,B-5162,B737-85C（BCF）,18.6,石家庄,日本东京,出口,石家庄-日本东京,石家庄正定-东京成田,SJW-NRT,3h30m,0.0,,2,
邮政航空,B-5162,B737-85C（BCF）,18.6,日本东京,石家庄,进口,日本东京-石家庄,东京成田-石家庄正定,NRT-SJW,3h30m,0.0,,2,
邮政航空,B-5179,B737-86N（BCF）,18.5,泉州,菲律宾安赫莱斯,出口,泉州-菲律宾安赫莱斯,泉州晋江-克拉克,JJN-CRK,2h11m,638.015267175573,1393.0,7,
邮政航空,B-5179,B737-86N（BCF）,18.5,菲律宾安赫莱斯,泉州,进口,菲律宾安赫莱斯-泉州,克拉克-泉州晋江,CRK-JJN,2h7m,658.110236220472,1393.0,7,
邮政航空,B-5179,B737-86N（BCF）,18.5,郑州,韩国首尔,出口,郑州-韩国首尔,郑州新郑-首尔仁川,CGO-ICN,2h,598.5,1197.0,5,
邮政航空,B-5179,B737-86N（BCF）,18.5,韩国首尔,郑州,进口,韩国首尔-郑州,首尔仁川-郑州新郑,ICN-CGO,2h10m,552.461538461538,1197.0,3,
邮政航空,B-5179,B737-86N（BCF）,18.5,石家庄,日本东京,出口,石家庄-日本东京,石家庄正定-东京成田,SJW-NRT,3h30m,0.0,,2,
邮政航空,B-5179,B737-86N（BCF）,18.5,日本东京,石家庄,进口,日本东京-石家庄,东京成田-石家庄正定,NRT-SJW,3h30m,0.0,,2,
邮政航空,B-5301,B737-85C（BCF）,18.4,上海,日本大阪,出口,上海-日本大阪,上海浦东-关西,PVG-KIX,2h,668.5,1337.0,7,
邮政航空,B-5301,B737-85C（BCF）,18.4,日本大阪,上海,进口,日本大阪-上海,关西-上海浦东,KIX-PVG,2h,668.5,1337.0,7,
邮政航空,B-5301,B737-85C（BCF）,18.4,上海,日本东京,出口,上海-日本东京,上海浦东-东京成田,PVG-NRT,2h35m,692.129032258065,1788.0,6,
邮政航空,B-5301,B737-85C（BCF）,18.4,日本东京,上海,进口,日本东京-上海,东京成田-上海浦东,NRT-PVG,2h20m,766.285714285714,1788.0,6,
邮政航空,B-5301,B737-85C（BCF）,18.4,石家庄,日本东京,出口,石家庄-日本东京,石家庄正定-东京成田,SJW-NRT,3h30m,0.0,,2,
邮政航空,B-5301,B737-85C（BCF）,18.4,日本东京,石家庄,进口,日本东京-石家庄,东京成田-石家庄正定,NRT-SJW,3h30m,0.0,,2,
邮政航空,B-5301,B737-85C（BCF）,18.4,西安,韩国首尔,出口,西安-韩国首尔,西安咸阳-首尔仁川,XIY-ICN,2h22m,693.380281690141,1641.0,4,
邮政航空,B-5301,B737-85C（BCF）,18.4,韩国首尔,西安,进口,韩国首尔-西安,首尔仁川-西安咸阳,ICN-XIY,2h53m,569.132947976879,1641.0,4,
邮政航空,B-5302,B737-85C（BCF）,18.1,泉州,菲律宾安赫莱斯,出口,泉州-菲律宾安赫莱斯,泉州晋江-克拉克,JJN-CRK,2h11m,638.015267175573,1393.0,7,
邮政航空,B-5302,B737-85C（BCF）,18.1,菲律宾安赫莱斯,泉州,进口,菲律宾安赫莱斯-泉州,克拉克-泉州晋江,CRK-JJN,2h7m,658.110236220472,1393.0,7,
邮政航空,B-5302,B737-85C（BCF）,18.1,石家庄,日本东京,出口,石家庄-日本东京,石家庄正定-东京成田,SJW-NRT,3h30m,0.0,,2,
邮政航空,B-5302,B737-85C（BCF）,18.1,日本东京,石家庄,进口,日本东京-石家庄,东京成田-石家庄正定,NRT-SJW,3h30m,0.0,,2,
邮政航空,B-5302,B737-85C（BCF）,18.1,广州,菲律宾安赫莱斯,出口,广州-菲律宾安赫莱斯,广州白云=克拉克,CAN-CRK,1h45m,806.285714285714,1411.0,4,
邮政航空,B-5302,B737-85C（BCF）,18.1,菲律宾安赫莱斯,广州,进口,菲律宾安赫莱斯-广州,克拉克-广州白云,CRK-CAN,2h,705.5,1411.0,4,
邮政航空,B-5303,B737-85C（BCF）,18.1,石家庄,日本东京,出口,石家庄-日本东京,石家庄正定-东京成田,SJW-NRT,3h30m,0.0,,2,
邮政航空,B-5303,B737-85C（BCF）,18.1,日本东京,石家庄,进口,日本东京-石家庄,东京成田-石家庄正定,NRT-SJW,3h30m,0.0,,2,
邮政航空,B-5303,B737-85C（BCF）,18.1,泉州,菲律宾安赫莱斯,出口,泉州-菲律宾安赫莱斯,泉州晋江-克拉克,JJN-CRK,2h11m,638.015267175573,1393.0,7,
邮政航空,B-5303,B737-85C（BCF）,18.1,菲律宾安赫莱斯,泉州,进口,菲律宾安赫莱斯-泉州,克拉克-泉州晋江,CRK-JJN,2h7m,658.110236220472,1393.0,7,
邮政航空,B-5303,B737-85C（BCF）,18.1,西安,韩国首尔,出口,西安-韩国首尔,西安咸阳-首尔仁川,XIY-ICN,2h22m,693.380281690141,1641.0,4,
邮政航空,B-5303,B737-85C（BCF）,18.1,韩国首尔,西安,进口,韩国首尔-西安,首尔仁川-西安咸阳,ICN-XIY,2h53m,569.132947976879,1641.0,4,
邮政航空,B-5305,B737-85C（BCF）,17.9,郑州,韩国首尔,出口,郑州-韩国首尔,郑州新郑-首尔仁川,CGO-ICN,2h,598.5,1197.0,5,
邮政航空,B-5305,B737-85C（BCF）,17.9,韩国首尔,郑州,进口,韩国首尔-郑州,首尔仁川-郑州新郑,ICN-CGO,2h10m,552.461538461538,1197.0,3,
邮政航空,B-5305,B737-85C（BCF）,17.9,泉州,菲律宾安赫莱斯,出口,泉州-菲律宾安赫莱斯,泉州晋江-克拉克,JJN-CRK,2h11m,638.015267175573,1393.0,7,
邮政航空,B-5305,B737-85C（BCF）,17.9,菲律宾安赫莱斯,泉州,进口,菲律宾安赫莱斯-泉州,克拉克-泉州晋江,CRK-JJN,2h7m,658.110236220472,1393.0,7,
邮政航空,B-5306,B737-85C（BCF）,17.7,盐城,日本大阪,出口,盐城-日本大阪,盐城南洋-关西,YNZ-KIX,2h20m,597.428571428571,1394.0,14,
邮政航空,B-5306,B737-85C（BCF）,17.7,日本大阪,盐城,进口,日本大阪-盐城,关西-盐城南阳,KIX-YNZ,2h10m,643.384615384615,1394.0,14,
邮政航空,B-5307,B737-85C（BCF）,17.6,上海,日本大阪,出口,上海-日本大阪,上海浦东-关西,PVG-KIX,2h,668.5,1337.0,7,
邮政航空,B-5307,B737-85C（BCF）,17.6,日本大阪,上海,进口,日本大阪-上海,关西-上海浦东,KIX-PVG,2h,668.5,1337.0,7,
邮政航空,B-5307,B737-85C（BCF）,17.6,上海,日本东京,出口,上海-日本东京,上海浦东-东京成田,PVG-NRT,2h35m,692.129032258065,1788.0,6,
邮政航空,B-5307,B737-85C（BCF）,17.6,日本东京,上海,进口,日本东京-上海,东京成田-上海浦东,NRT-PVG,2h20m,766.285714285714,1788.0,6,
邮政航空,B-5550,B737-86N（BCF）,14.6,福州,日本大坂,出口,福州-日本大坂,福州长乐-关西,FOC-KIX,2h44m,660.731707317073,1806.0,3,
邮政航空,B-5550,B737-86N（BCF）,14.6,日本大阪,福州,进口,日本大阪-福州,关西-福州长乐,KIX-FOC,2h35m,699.096774193548,1806.0,3,
邮政航空,B-5550,B737-86N（BCF）,14.6,泉州,菲律宾安赫莱斯,出口,泉州-菲律宾安赫莱斯,泉州晋江-克拉克,JJN-CRK,2h11m,638.015267175573,1393.0,7,
邮政航空,B-5550,B737-86N（BCF）,14.6,菲律宾安赫莱斯,泉州,进口,菲律宾安赫莱斯-泉州,克拉克-泉州晋江,CRK-JJN,2h7m,658.110236220472,1393.0,7,
邮政航空,B-5550,B737-86N（BCF）,14.6,石家庄,日本东京,出口,石家庄-日本东京,石家庄正定-东京成田,SJW-NRT,3h30m,0.0,,2,
邮政航空,B-5550,B737-86N（BCF）,14.6,日本东京,石家庄,进口,日本东京-石家庄,东京成田-石家庄正定,NRT-SJW,3h30m,0.0,,2,
邮政航空,B-2813,B757-28S（PCF）,24.1,广州,孟加拉国达卡,出口,广州-孟加拉国达卡,广州白云-达卡沙阿贾拉勒,CAN-DAC,3h40m,636.0,2332.0,4,
邮政航空,B-2813,B757-28S（PCF）,24.1,孟加拉国达卡,广州,进口,孟加拉国达卡-广州,达卡沙阿贾拉勒-广州白云,DAC-CAN,3h20m,699.6,2332.0,4,
邮政航空,B-2813,B757-28S（PCF）,24.1,成都,孟加拉国达卡,出口,成都-孟加拉国达卡,成都双流-达卡沙阿贾拉勒,CTU-DAC,2h35m,0.0,,2,
邮政航空,B-2813,B757-28S（PCF）,24.1,孟加拉国达卡,成都,进口,孟加拉国达卡-成都,达卡沙阿贾拉勒-成都双流,DAC-CTU,2h35m,0.0,,2,
邮政航空,B-2831,B757-2Y0（PCF）,32.9,广州,孟加拉国达卡,出口,广州-孟加拉国达卡,广州白云-达卡沙阿贾拉勒,CAN-DAC,3h40m,636.0,2332.0,4,
邮政航空,B-2831,B757-2Y0（PCF）,32.9,孟加拉国达卡,广州,进口,孟加拉国达卡-广州,达卡沙阿贾拉勒-广州白云,DAC-CAN,3h20m,699.6,2332.0,4,
邮政航空,B-2831,B757-2Y0（PCF）,32.9,成都,孟加拉国达卡,出口,成都-孟加拉国达卡,成都双流-达卡沙阿贾拉勒,CTU-DAC,2h35m,0.0,,2,
邮政航空,B-2831,B757-2Y0（PCF）,32.9,孟加拉国达卡,成都,进口,孟加拉国达卡-成都,达卡沙阿贾拉勒-成都双流,DAC-CTU,2h35m,0.0,,2,
邮政航空,B-221X,B777-F,2.4,南京,卢森堡,出口,南京-卢森堡,南京禄口-卢森堡,NKG-LUX,10h50m,0.0,,6,
邮政航空,B-221X,B777-F,2.4,卢森堡,南京,进口,卢森堡-南京,卢森堡-南京禄口,LUX-NKG,10h30m,0.0,,6,
邮政航空,B-221X,B777-F,2.4,郑州,卢森堡,出口,郑州-卢森堡,郑州新郑-卢森堡,CGO-LUX,10h,826.1,8261.0,1,
邮政航空,B-221X,B777-F,2.4,卢森堡,郑州,进口,卢森堡-郑州,卢森堡-郑州新郑,LUX-CGO,9h35m,862.017391304348,8261.0,1,
邮政航空,B-221Y,B777-F,2.1,南京,卢森堡,出口,南京-卢森堡,南京禄口-卢森堡,NKG-LUX,10h50m,0.0,,6,
邮政航空,B-221Y,B777-F,2.1,卢森堡,南京,进口,卢森堡-南京,卢森堡-南京禄口,LUX-NKG,10h30m,0.0,,6,
邮政航空,B-221Y,B777-F,2.1,郑州,卢森堡,出口,郑州-卢森堡,郑州新郑-卢森堡,CGO-LUX,10h20m,799.451612903226,8261.0,1,
邮政航空,B-221Y,B777-F,2.1,卢森堡,郑州,进口,卢森堡-郑州,卢森堡-郑州新郑,LUX-CGO,9h35m,862.017391304348,8261.0,1,
圆通航空,B-221A,B757-223（PCF）,26.2,乌鲁木齐,俄罗斯莫斯科,出口,乌鲁木齐-俄罗斯莫斯科,乌鲁木齐天山-莫斯科谢列梅捷沃,URC-SVO,4h50m,762.827586206897,3687.0,6,
圆通航空,B-221A,B757-223（PCF）,26.2,俄罗斯莫斯科,乌鲁木齐,进口,俄罗斯莫斯科-乌鲁木齐,莫斯科谢列梅捷沃-杭州萧山,SVO-URC,8h20m,823.32,6861.0,4,
圆通航空,B-221A,B757-223（PCF）,26.2,乌鲁木齐,塞尔维亚贝尔格莱德,出口,乌鲁木齐-塞尔维亚贝尔格莱德,乌鲁木齐天山-贝尔格莱德,URC-BEG,8h,0.0,,4,
圆通航空,B-221A,B757-223（PCF）,26.2,塞尔维亚贝尔格莱德,乌鲁木齐,进口,塞尔维亚贝尔格莱德-乌鲁木齐,贝尔格莱德-乌鲁木齐天山,BEG-URC,6h20m,0.0,,4,
圆通航空,B-221A,B757-223（PCF）,26.2,乌鲁木齐,格鲁吉亚第比利斯,出口,乌鲁木齐-格鲁吉亚第比利斯,乌鲁木齐天山-第比利斯,URC-TBS,5h,681.6,3408.0,10,
圆通航空,B-221A,B757-223（PCF）,26.2,格鲁吉亚第比利斯,塞尔维亚贝尔格莱德-乌鲁木齐,进口,格鲁吉亚第比利斯-塞尔维亚贝尔格莱德-乌鲁木齐,第比利斯-贝尔格莱德—乌鲁木齐天山,TBS-BEG-URC,9h30m,0.0,,4,
圆通航空,B-221A,B757-223（PCF）,26.2,乌鲁木齐,阿塞拜疆巴库,出口,乌鲁木齐-阿塞拜疆巴库,乌鲁木齐天山-巴库比纳,URC-GYD,4h30m,678.0,3051.0,6,
圆通航空,B-221A,B757-223（PCF）,26.2,阿塞拜疆巴库,乌鲁木齐,进口,阿塞拜疆巴库-乌鲁木齐,巴库比纳-乌鲁木齐天山,GYD-URC,4h,762.75,3051.0,4,
圆通航空,B-221J,B757-223（PCF）,24.2,昆明,巴基斯坦拉合尔,出口,昆明-巴基斯坦拉合尔,昆明长水-阿拉玛·伊克巴尔,KMG-LHE,4h,0.0,,7,
圆通航空,B-221J,B757-223（PCF）,24.2,巴基斯坦拉合尔,昆明,进口,巴基斯坦拉合尔-昆明,阿拉玛·伊克巴尔-昆明长水,LHE-KMG,4h,0.0,,6,
圆通航空,B-221J,B757-223（PCF）,24.2,昆明,印度金奈,出口,昆明-印度金奈,昆明长水-金奈,KMG-MAA,4h,684.75,2739.0,4,
圆通航空,B-221J,B757-223（PCF）,24.2,印度金奈,昆明,进口,印度金奈-昆明,金奈-昆明长水,MAA-KMG,4h,684.75,2739.0,4,
圆通航空,B-221J,B757-223（PCF）,24.2,昆明,孟加拉国达卡,出口,昆明-孟加拉国达卡,昆明长水-达卡沙阿贾拉勒,KMG-DAC,2h,630.0,1260.0,6,
圆通航空,B-221J,B757-223（PCF）,24.2,孟加拉国达卡,昆明,进口,孟加拉国达卡-昆明,达卡沙阿贾拉勒-昆明长水,DAC-KMG,2h,630.0,1260.0,6,
圆通航空,B-221J,B757-223（PCF）,24.2,昆明,印度孟买,出口,昆明-印度孟买,昆明长水-贾特拉帕蒂·希瓦,KMG-BOM,4h,791.75,3167.0,5,
圆通航空,B-221J,B757-223（PCF）,24.2,印度孟买,昆明,进口,印度孟买-昆明,贾特拉帕蒂·希瓦-昆明长水,BOM-KMG,4h,791.75,3167.0,4,
圆通航空,B-221J,B757-223（PCF）,24.2,昆明,巴基斯坦卡拉奇,出口,昆明-巴基斯坦卡拉奇,昆明长水-巴基斯坦卡拉奇·真纳,KMG-KHI,4h30m,800.222222222222,3601.0,6,
圆通航空,B-221J,B757-223（PCF）,24.2,巴基斯坦卡拉奇,昆明,进口,巴基斯坦卡拉奇-昆明,巴基斯坦卡拉奇·真纳-昆明长水,KHI-KMG,4h45m,758.105263157895,3601.0,5,
圆通航空,B-221J,B757-223（PCF）,24.2,昆明,印度新德里,出口,昆明-印度新德里,昆明长水-英迪拉·甘地,KMG-DEL,3h30m,740.0,2590.0,7,
圆通航空,B-221J,B757-223（PCF）,24.2,印度新德里,昆明,进口,印度新德里-昆明,英迪拉·甘地-昆明长水,DEL-KMG,3h30m,740.0,2590.0,5,
圆通航空,B-221J,B757-223（PCF）,24.2,鄂州,菲律宾安赫莱斯,出口,鄂州-菲律宾安赫莱斯,鄂州花湖-克拉克,EHU-CRK,3h25m,0.0,,5,
圆通航空,B-221J,B757-223（PCF）,24.2,菲律宾安赫莱斯,鄂州,进口,菲律宾安赫莱斯-鄂州,克拉克-鄂州花湖,CRK-EHU,3h,0.0,,5,
圆通航空,B-221J,B757-223（PCF）,24.2,鄂州,泰国曼谷,出口,鄂州-泰国曼谷,鄂州花湖-素万那普,EHU-BKK,3h20m,0.0,,4,
圆通航空,B-221J,B757-223（PCF）,24.2,泰国曼谷,鄂州,进口,泰国曼谷-鄂州,素万那普-鄂州花湖,BKK-EHU,3h20m,0.0,,4,
圆通航空,B-221T,B757-223（PCF）,23.6,乌鲁木齐,塞尔维亚贝尔格莱德,出口,乌鲁木齐-塞尔维亚贝尔格莱德,乌鲁木齐天山-贝尔格莱德,URC-BEG,8h,0.0,,4,
圆通航空,B-221T,B757-223（PCF）,23.6,塞尔维亚贝尔格莱德,乌鲁木齐,进口,塞尔维亚贝尔格莱德-乌鲁木齐,贝尔格莱德-乌鲁木齐天山,BEG-URC,6h20m,0.0,,4,
圆通航空,B-221T,B757-223（PCF）,23.6,乌鲁木齐,格鲁吉亚第比利斯,出口,乌鲁木齐-格鲁吉亚第比利斯,乌鲁木齐天山-第比利斯,URC-TBS,5h,681.6,3408.0,4,
圆通航空,B-221T,B757-223（PCF）,23.6,格鲁吉亚第比利斯,乌鲁木齐,进口,格鲁吉亚第比利斯-乌鲁木齐,第比利斯-乌鲁木齐天山,TBS-URC,4h30m,757.333333333333,3408.0,4,
圆通航空,B-221T,B757-223（PCF）,23.6,乌鲁木齐,阿塞拜疆巴库,出口,乌鲁木齐-阿塞拜疆巴库,乌鲁木齐天山-巴库比纳,URC-GYD,4h30m,678.0,3051.0,6,
圆通航空,B-221T,B757-223（PCF）,23.6,阿塞拜疆巴库,乌鲁木齐,进口,阿塞拜疆巴库-乌鲁木齐,巴库比纳-乌鲁木齐天山,GYD-URC,4h,762.75,3051.0,4,
圆通航空,B-222F,B757-223（PCF）,23.5,昆明,孟加拉国达卡,出口,昆明-孟加拉国达卡,昆明长水-达卡沙阿贾拉勒,KMG-DAC,2h,630.0,1260.0,6,
圆通航空,B-222F,B757-223（PCF）,23.5,孟加拉国达卡,昆明,进口,孟加拉国达卡-昆明,达卡沙阿贾拉勒-昆明长水,DAC-KMG,2h,630.0,1260.0,6,
圆通航空,B-222F,B757-223（PCF）,23.5,昆明,巴基斯坦卡拉奇,出口,昆明-巴基斯坦卡拉奇,昆明长水-巴基斯坦卡拉奇·真纳,KMG-KHI,4h30m,800.222222222222,3601.0,6,
圆通航空,B-222F,B757-223（PCF）,23.5,巴基斯坦卡拉奇,昆明,进口,巴基斯坦卡拉奇-昆明,巴基斯坦卡拉奇·真纳-昆明长水,KHI-KMG,4h45m,758.105263157895,3601.0,5,
圆通航空,B-222F,B757-223（PCF）,23.5,昆明,印度新德里,出口,昆明-印度新德里,昆明长水-英迪拉·甘地,KMG-DEL,3h30m,740.0,2590.0,7,
圆通航空,B-222F,B757-223（PCF）,23.5,印度新德里,昆明,进口,印度新德里-昆明,英迪拉·甘地-昆明长水,DEL-KMG,3h30m,740.0,2590.0,5,
圆通航空,B-222F,B757-223（PCF）,23.5,昆明,巴基斯坦拉合尔,出口,昆明-巴基斯坦拉合尔,昆明长水-阿拉玛·伊克巴尔,KMG-LHE,4h,0.0,,7,
圆通航空,B-222F,B757-223（PCF）,23.5,巴基斯坦拉合尔,昆明,进口,巴基斯坦拉合尔-昆明,阿拉玛·伊克巴尔-昆明长水,LHE-KMG,4h,0.0,,6,
圆通航空,B-222F,B757-223（PCF）,23.5,昆明,印度金奈,出口,昆明-印度金奈,昆明长水-金奈,KMG-MAA,4h,684.75,2739.0,4,
圆通航空,B-222F,B757-223（PCF）,23.5,印度金奈,昆明,进口,印度金奈-昆明,金奈-昆明长水,MAA-KMG,4h,684.75,2739.0,4,
圆通航空,B-222F,B757-223（PCF）,23.5,昆明,印度孟买,出口,昆明-印度孟买,昆明长水-贾特拉帕蒂·希瓦,KMG-BOM,4h,791.75,3167.0,5,
圆通航空,B-222F,B757-223（PCF）,23.5,印度孟买,昆明,进口,印度孟买-昆明,贾特拉帕蒂·希瓦-昆明长水,BOM-KMG,4h,791.75,3167.0,4,
圆通航空,B-2812,B757-28S（PCF）,24.2,乌鲁木齐,俄罗斯莫斯科,出口,乌鲁木齐-俄罗斯莫斯科,乌鲁木齐天山-莫斯科谢列梅捷沃,URC-SVO,4h50m,762.827586206897,3687.0,6,
圆通航空,B-2812,B757-28S（PCF）,24.2,俄罗斯莫斯科,乌鲁木齐,进口,俄罗斯莫斯科-乌鲁木齐,莫斯科谢列梅捷沃-杭州萧山,SVO-URC,8h20m,823.32,6861.0,4,
圆通航空,B-2812,B757-28S（PCF）,24.2,乌鲁木齐,格鲁吉亚第比利斯,出口,乌鲁木齐-格鲁吉亚第比利斯,乌鲁木齐天山-第比利斯,URC-TBS,5h,681.6,3408.0,4,
圆通航空,B-2812,B757-28S（PCF）,24.2,格鲁吉亚第比利斯,乌鲁木齐,进口,格鲁吉亚第比利斯-乌鲁木齐,第比利斯-乌鲁木齐天山,TBS-URC,4h30m,757.333333333333,3408.0,4,
圆通航空,B-2812,B757-28S（PCF）,24.2,杭州,孟加拉国达卡,出口,杭州-孟加拉国达卡,杭州萧山-达卡沙阿贾拉勒,HGH-DAC,4h,0.0,,2,
圆通航空,B-2812,B757-28S（PCF）,24.2,孟加拉国达卡,杭州,进口,孟加拉国达卡-杭州,达卡沙阿贾拉勒-杭州萧山,DAC-HGH,4h10m,0.0,,2,
圆通航空,B-2812,B757-28S（PCF）,24.2,杭州,俄罗斯莫斯科,出口,杭州-俄罗斯莫斯科,杭州萧山-莫斯科谢列梅捷沃,HGH-SVO,9h45m,703.692307692308,6861.0,4,
圆通航空,B-2812,B757-28S（PCF）,24.2,俄罗斯莫斯科,杭州,进口,俄罗斯莫斯科-杭州,莫斯科谢列梅捷沃-杭州萧山,SVO-URC,8h20m,823.32,6861.0,4,
圆通航空,B-2812,B757-28S（PCF）,24.2,乌鲁木齐,阿塞拜疆巴库,出口,乌鲁木齐-阿塞拜疆巴库,乌鲁木齐天山-巴库比纳,URC-GYD,4h30m,678.0,3051.0,6,
圆通航空,B-2812,B757-28S（PCF）,24.2,阿塞拜疆巴库,乌鲁木齐,进口,阿塞拜疆巴库-乌鲁木齐,巴库比纳-乌鲁木齐天山,GYD-URC,4h,762.75,3051.0,4,
圆通航空,B-2830,B757-28S（PCF）,23.1,南宁,孟加拉国达卡,出口,南宁-孟加拉国达卡,南宁吴圩-达卡沙阿贾拉勒,NNG-DAC,2h36m,700.0,1820.0,3,
圆通航空,B-2830,B757-28S（PCF）,23.1,孟加拉国达卡,南京,进口,孟加拉国达卡-南京,达卡沙阿贾拉勒-南宁吴圩,DAC-NNG,2h55m,624.0,1820.0,3,
圆通航空,B-2851,B757-28S（PCF）,27.2,昆明,印度孟买,出口,昆明-印度孟买,昆明长水-贾特拉帕蒂·希瓦,KMG-BOM,4h,791.75,3167.0,5,
圆通航空,B-2851,B757-28S（PCF）,27.2,印度孟买,昆明,进口,印度孟买-昆明,贾特拉帕蒂·希瓦-昆明长水,BOM-KMG,4h,791.75,3167.0,4,
圆通航空,B-2851,B757-28S（PCF）,27.2,昆明,印度新德里,出口,昆明-印度新德里,昆明长水-英迪拉·甘地,KMG-DEL,3h30m,740.0,2590.0,7,
圆通航空,B-2851,B757-28S（PCF）,27.2,印度新德里,昆明,进口,印度新德里-昆明,英迪拉·甘地-昆明长水,DEL-KMG,3h30m,740.0,2590.0,5,
圆通航空,B-2851,B757-28S（PCF）,27.2,昆明,孟加拉国达卡,出口,昆明-孟加拉国达卡,昆明长水-达卡沙阿贾拉勒,KMG-DAC,2h,630.0,1260.0,6,
圆通航空,B-2851,B757-28S（PCF）,27.2,孟加拉国达卡,昆明,进口,孟加拉国达卡-昆明,达卡沙阿贾拉勒-昆明长水,DAC-KMG,2h,630.0,1260.0,6,
圆通航空,B-2851,B757-28S（PCF）,27.2,昆明,巴基斯坦卡拉奇,出口,昆明-巴基斯坦卡拉奇,昆明长水-巴基斯坦卡拉奇·真纳,KMG-KHI,4h30m,800.222222222222,3601.0,6,
圆通航空,B-2851,B757-28S（PCF）,27.2,巴基斯坦卡拉奇,昆明,进口,巴基斯坦卡拉奇-昆明,巴基斯坦卡拉奇·真纳-昆明长水,KHI-KMG,4h45m,758.105263157895,3601.0,5,
圆通航空,B-2851,B757-28S（PCF）,27.2,昆明,巴基斯坦拉合尔,出口,昆明-巴基斯坦拉合尔,昆明长水-阿拉玛·伊克巴尔,KMG-LHE,4h,0.0,,7,
圆通航空,B-2851,B757-28S（PCF）,27.2,巴基斯坦拉合尔,昆明,进口,巴基斯坦拉合尔-昆明,阿拉玛·伊克巴尔-昆明长水,LHE-KMG,4h,0.0,,6,
圆通航空,B-2851,B757-28S（PCF）,27.2,昆明,印度金奈,出口,昆明-印度金奈,昆明长水-金奈,KMG-MAA,4h,684.75,2739.0,4,
圆通航空,B-2851,B757-28S（PCF）,27.2,印度金奈,昆明,进口,印度金奈-昆明,金奈-昆明长水,MAA-KMG,4h,684.75,2739.0,4,
圆通航空,B-2853,B757-28S（PCF）,27,昆明,巴基斯坦拉合尔,出口,昆明-巴基斯坦拉合尔,昆明长水-阿拉玛·伊克巴尔,KMG-LHE,4h,0.0,,7,
圆通航空,B-2853,B757-28S（PCF）,27,巴基斯坦拉合尔,昆明,进口,巴基斯坦拉合尔-昆明,阿拉玛·伊克巴尔-昆明长水,LHE-KMG,4h,0.0,,6,
圆通航空,B-2853,B757-28S（PCF）,27,昆明,印度孟买,出口,昆明-印度孟买,昆明长水-贾特拉帕蒂·希瓦,KMG-BOM,4h,791.75,3167.0,5,
圆通航空,B-2853,B757-28S（PCF）,27,印度孟买,昆明,进口,印度孟买-昆明,贾特拉帕蒂·希瓦-昆明长水,BOM-KMG,4h,791.75,3167.0,4,
圆通航空,B-2853,B757-28S（PCF）,27,昆明,巴基斯坦卡拉奇,出口,昆明-巴基斯坦卡拉奇,昆明长水-巴基斯坦卡拉奇·真纳,KMG-KHI,4h30m,800.222222222222,3601.0,6,
圆通航空,B-2853,B757-28S（PCF）,27,巴基斯坦卡拉奇,昆明,进口,巴基斯坦卡拉奇-昆明,巴基斯坦卡拉奇·真纳-昆明长水,KHI-KMG,4h45m,758.105263157895,3601.0,5,
圆通航空,B-2853,B757-28S（PCF）,27,昆明,印度金奈,出口,昆明-印度金奈,昆明长水-金奈,KMG-MAA,4h,684.75,2739.0,4,
圆通航空,B-2853,B757-28S（PCF）,27,印度金奈,昆明,进口,印度金奈-昆明,金奈-昆明长水,MAA-KMG,4h,684.75,2739.0,4,
圆通航空,B-2853,B757-28S（PCF）,27,昆明,孟加拉国达卡,出口,昆明-孟加拉国达卡,昆明长水-达卡沙阿贾拉勒,KMG-DAC,2h,630.0,1260.0,6,
圆通航空,B-2853,B757-28S（PCF）,27,孟加拉国达卡,昆明,进口,孟加拉国达卡-昆明,达卡沙阿贾拉勒-昆明长水,DAC-KMG,2h,630.0,1260.0,6,
圆通航空,B-2859,B757-28S（PCF）,26.2,温州,菲律宾帕拉尼亚克,出口,温州-菲律宾帕拉尼亚克,温州龙湾-马尼拉尼诺阿基诺,WNZ-MNL,2h41m,0.0,,4,
圆通航空,B-2859,B757-28S（PCF）,26.2,菲律宾帕拉尼亚克,温州,进口,菲律宾帕拉尼亚克-温州,马尼拉尼诺阿基诺-温州龙湾,MNL-WNZ,2h41m,0.0,,4,
圆通航空,B-2859,B757-28S（PCF）,26.2,温州,韩国首尔,出口,温州-韩国首尔,温州龙湾-首尔仁川,WNZ-ICN,1h57m,606.153846153846,1182.0,4,
圆通航空,B-2859,B757-28S（PCF）,26.2,韩国首尔,温州,进口,韩国首尔-温州,首尔仁川-温州龙湾,ICN-WNZ,2h11m,541.374045801527,1182.0,4,
圆通航空,B-221F,B767-33AER（BDSF）,22.5,杭州,印度加尔各答,出口,杭州-印度加尔各答,杭州萧山-苏巴斯·钱德拉·鲍斯,HGH-CCU,4h15m,773.411764705882,3287.0,4,
